datetime,energy,water,temperature,weekday,holiday,uni_holiday,time,registrations,daylight
2019-05-02 12:00:00,45.78,0.8,20.0,3,0,0,12.0,0,1
2019-05-02 13:00:00,43.06,1.0,20.7,3,0,0,13.0,0,1
2019-05-02 14:00:00,42.05,0.6,21.7,3,0,0,14.0,141,1
2019-05-02 15:00:00,43.64,1.0,22.5,3,0,0,15.0,415,1
2019-05-02 16:00:00,38.53,0.7,23.2,3,0,0,16.0,415,1
2019-05-02 17:00:00,33.38,0.7,22.9,3,0,0,17.0,415,1
2019-05-02 18:00:00,30.03,0.5,23.0,3,0,0,18.0,69,1
2019-05-02 19:00:00,25.96,0.4,21.4,3,0,0,19.0,69,1
2019-05-02 20:00:00,19.78,0.2,19.6,3,0,0,20.0,0,1
2019-05-02 21:00:00,20.87,0.1,17.3,3,0,0,21.0,0,0
2019-05-02 22:00:00,21.18,0.2,14.4,3,0,0,22.0,0,0
2019-05-02 23:00:00,20.2,0.1,14.2,3,0,0,23.0,0,0
2019-05-03 00:00:00,19.66,0.0,12.3,4,0,0,0.0,0,0
2019-05-03 01:00:00,19.02,0.1,11.9,4,0,0,1.0,0,0
2019-05-03 02:00:00,19.4,0.0,11.7,4,0,0,2.0,0,0
2019-05-03 03:00:00,20.25,0.0,10.7,4,0,0,3.0,0,0
2019-05-03 04:00:00,20.04,0.0,12.6,4,0,0,4.0,0,0
2019-05-03 05:00:00,19.81,0.0,12.8,4,0,0,5.0,0,0
2019-05-03 06:00:00,21.73,0.2,13.0,4,0,0,6.0,0,1
2019-05-03 07:00:00,22.99,0.3,12.2,4,0,0,7.0,0,1
2019-05-03 08:00:00,31.08,0.4,13.8,4,0,0,8.0,0,1
2019-05-03 09:00:00,38.76,0.4,13.6,4,0,0,9.0,141,1
2019-05-03 10:00:00,48.16,1.1,14.1,4,0,0,10.0,159,1
2019-05-03 11:00:00,48.62,1.1,14.7,4,0,0,11.0,207,1
2019-05-03 12:00:00,44.43,0.7,16.6,4,0,0,12.0,207,1
2019-05-03 13:00:00,39.16,0.8,16.0,4,0,0,13.0,207,1
2019-05-03 14:00:00,35.34,0.7,13.1,4,0,0,14.0,0,1
2019-05-03 15:00:00,29.8,0.7,12.3,4,0,0,15.0,0,1
2019-05-03 16:00:00,25.02,0.3,13.8,4,0,0,16.0,0,1
2019-05-03 17:00:00,22.91,0.5,14.9,4,0,0,17.0,0,1
2019-05-03 18:00:00,22.31,0.3,14.5,4,0,0,18.0,0,1
2019-05-03 19:00:00,20.25,0.2,12.2,4,0,0,19.0,0,1
2019-05-03 20:00:00,19.65,0.2,11.9,4,0,0,20.0,0,1
2019-05-03 21:00:00,23.76,0.2,11.4,4,0,0,21.0,0,0
2019-05-03 22:00:00,25.36,0.2,10.9,4,0,0,22.0,0,0
2019-05-03 23:00:00,20.48,0.2,10.8,4,0,0,23.0,0,0
2019-05-04 00:00:00,19.09,0.1,9.4,5,0,0,0.0,0,0
2019-05-04 01:00:00,16.48,0.1,9.3,5,0,0,1.0,0,0
2019-05-04 02:00:00,16.35,0.1,8.9,5,0,0,2.0,0,0
2019-05-04 03:00:00,16.4,0.0,8.5,5,0,0,3.0,0,0
2019-05-04 04:00:00,15.98,0.0,8.5,5,0,0,4.0,0,0
2019-05-04 05:00:00,16.14,0.0,8.5,5,0,0,5.0,0,0
2019-05-04 06:00:00,15.48,0.0,8.3,5,0,0,6.0,0,1
2019-05-04 07:00:00,14.22,0.0,8.5,5,0,0,7.0,0,1
2019-05-04 08:00:00,14.08,0.0,8.8,5,0,0,8.0,0,1
2019-05-04 09:00:00,14.56,0.1,9.1,5,0,0,9.0,0,1
2019-05-04 10:00:00,14.95,0.1,10.1,5,0,0,10.0,0,1
2019-05-04 11:00:00,17.36,0.1,10.5,5,0,0,11.0,0,1
2019-05-04 12:00:00,17.67,0.1,10.5,5,0,0,12.0,0,1
2019-05-04 13:00:00,18.17,0.1,10.8,5,0,0,13.0,0,1
2019-05-04 14:00:00,18.51,0.2,11.0,5,0,0,14.0,0,1
2019-05-04 15:00:00,17.44,0.0,10.9,5,0,0,15.0,0,1
2019-05-04 16:00:00,17.25,0.1,11.3,5,0,0,16.0,0,1
2019-05-04 17:00:00,17.32,0.0,11.3,5,0,0,17.0,0,1
2019-05-04 18:00:00,19.45,0.2,11.4,5,0,0,18.0,0,1
2019-05-04 19:00:00,18.79,0.0,11.4,5,0,0,19.0,0,1
2019-05-04 20:00:00,18.04,0.1,11.0,5,0,0,20.0,0,1
2019-05-04 21:00:00,18.11,0.2,10.8,5,0,0,21.0,0,0
2019-05-04 22:00:00,17.81,0.0,10.1,5,0,0,22.0,0,0
2019-05-04 23:00:00,17.77,0.1,9.3,5,0,0,23.0,0,0
2019-05-05 00:00:00,16.74,0.2,8.6,6,0,0,0.0,0,0
2019-05-05 01:00:00,16.9,0.0,8.2,6,0,0,1.0,0,0
2019-05-05 02:00:00,16.6,0.0,8.2,6,0,0,2.0,0,0
2019-05-05 03:00:00,16.84,0.0,7.6,6,0,0,3.0,0,0
2019-05-05 04:00:00,16.98,0.0,7.2,6,0,0,4.0,0,0
2019-05-05 05:00:00,16.7,0.0,6.6,6,0,0,5.0,0,0
2019-05-05 06:00:00,17.07,0.1,5.6,6,0,0,6.0,0,1
2019-05-05 07:00:00,15.35,0.0,4.8,6,0,0,7.0,0,1
2019-05-05 08:00:00,14.88,0.0,4.9,6,0,0,8.0,0,1
2019-05-05 09:00:00,15.59,0.1,5.1,6,0,0,9.0,0,1
2019-05-05 10:00:00,19.37,0.1,5.8,6,0,0,10.0,0,1
2019-05-05 11:00:00,18.65,0.1,6.3,6,0,0,11.0,0,1
2019-05-05 12:00:00,16.9,0.2,6.7,6,0,0,12.0,0,1
2019-05-05 13:00:00,16.31,0.1,7.0,6,0,0,13.0,0,1
2019-05-05 14:00:00,19.38,0.2,7.0,6,0,0,14.0,0,1
2019-05-05 15:00:00,18.82,0.2,6.9,6,0,0,15.0,0,1
2019-05-05 16:00:00,22.04,0.3,,6,0,0,16.0,0,1
2019-05-05 17:00:00,21.62,0.1,6.4,6,0,0,17.0,0,1
2019-05-05 18:00:00,20.28,0.1,6.4,6,0,0,18.0,0,1
2019-05-05 19:00:00,15.41,0.1,6.2,6,0,0,19.0,0,1
2019-05-05 20:00:00,18.81,0.1,6.2,6,0,0,20.0,0,1
2019-05-05 21:00:00,18.45,0.0,6.2,6,0,0,21.0,0,0
2019-05-05 22:00:00,17.86,0.1,6.4,6,0,0,22.0,0,0
2019-05-05 23:00:00,19.3,0.1,6.8,6,0,0,23.0,0,0
2019-05-06 00:00:00,19.02,0.1,6.7,0,0,0,0.0,0,0
2019-05-06 01:00:00,17.31,0.0,,0,0,0,1.0,0,0
2019-05-06 02:00:00,17.51,0.0,5.0,0,0,0,2.0,0,0
2019-05-06 03:00:00,18.74,0.0,5.0,0,0,0,3.0,0,0
2019-05-06 04:00:00,20.89,0.0,4.8,0,0,0,4.0,0,0
2019-05-06 05:00:00,19.58,0.0,4.7,0,0,0,5.0,0,0
2019-05-06 06:00:00,23.3,0.2,5.1,0,0,0,6.0,0,1
2019-05-06 07:00:00,24.19,0.2,5.6,0,0,0,7.0,0,1
2019-05-06 08:00:00,31.76,0.4,6.2,0,0,0,8.0,0,1
2019-05-06 09:00:00,44.49,0.9,7.5,0,0,0,9.0,141,1
2019-05-06 10:00:00,49.97,0.8,8.0,0,0,0,10.0,0,1
2019-05-06 11:00:00,50.3,1.0,8.9,0,0,0,11.0,0,1
2019-05-06 12:00:00,50.98,0.8,9.1,0,0,0,12.0,0,1
2019-05-06 13:00:00,50.91,0.9,9.2,0,0,0,13.0,0,1
2019-05-06 14:00:00,46.08,0.8,9.5,0,0,0,14.0,141,1
2019-05-06 15:00:00,47.64,0.8,9.3,0,0,0,15.0,141,1
2019-05-06 16:00:00,44.31,0.9,8.9,0,0,0,16.0,0,1
2019-05-06 17:00:00,40.29,0.7,8.8,0,0,0,17.0,0,1
2019-05-06 18:00:00,30.4,0.6,9.1,0,0,0,18.0,0,1
2019-05-06 19:00:00,25.79,0.4,9.3,0,0,0,19.0,0,1
2019-05-06 20:00:00,23.5,0.3,9.0,0,0,0,20.0,0,1
2019-05-06 21:00:00,23.67,0.2,6.8,0,0,0,21.0,0,0
2019-05-06 22:00:00,21.49,0.1,4.5,0,0,0,22.0,0,0
2019-05-06 23:00:00,21.34,0.1,4.2,0,0,0,23.0,0,0
2019-05-07 00:00:00,20.46,0.0,2.5,1,0,0,0.0,0,0
2019-05-07 01:00:00,19.62,0.1,1.9,1,0,0,1.0,0,0
2019-05-07 02:00:00,19.91,0.0,2.9,1,0,0,2.0,0,0
2019-05-07 03:00:00,22.28,0.0,1.8,1,0,0,3.0,0,0
2019-05-07 04:00:00,22.13,0.0,0.6,1,0,0,4.0,0,0
2019-05-07 05:00:00,21.28,0.0,0.2,1,0,0,5.0,0,0
2019-05-07 06:00:00,23.67,0.2,-0.2,1,0,0,6.0,0,1
2019-05-07 07:00:00,23.0,0.3,1.4,1,0,0,7.0,0,1
2019-05-07 08:00:00,29.98,0.4,2.7,1,0,0,8.0,0,1
2019-05-07 09:00:00,42.22,0.5,7.4,1,0,0,9.0,141,1
2019-05-07 10:00:00,54.75,1.4,10.3,1,0,0,10.0,0,1
2019-05-07 11:00:00,53.31,1.0,10.8,1,0,0,11.0,101,1
2019-05-07 12:00:00,51.6,0.8,12.4,1,0,0,12.0,101,1
2019-05-07 13:00:00,48.13,0.8,13.1,1,0,0,13.0,101,1
2019-05-07 14:00:00,43.83,1.0,13.1,1,0,0,14.0,141,1
2019-05-07 15:00:00,43.34,0.7,14.4,1,0,0,15.0,415,1
2019-05-07 16:00:00,43.25,1.1,14.4,1,0,0,16.0,415,1
2019-05-07 17:00:00,37.16,0.6,14.4,1,0,0,17.0,415,1
2019-05-07 18:00:00,27.86,0.9,13.6,1,0,0,18.0,141,1
2019-05-07 19:00:00,23.06,0.4,12.9,1,0,0,19.0,141,1
2019-05-07 20:00:00,20.15,0.3,11.4,1,0,0,20.0,0,1
2019-05-07 21:00:00,20.71,0.3,10.8,1,0,0,21.0,0,0
2019-05-07 22:00:00,20.64,0.1,9.6,1,0,0,22.0,0,0
2019-05-07 23:00:00,20.41,0.1,5.9,1,0,0,23.0,0,0
2019-05-08 00:00:00,19.18,0.1,6.2,2,0,0,0.0,0,0
2019-05-08 01:00:00,18.76,0.0,5.4,2,0,0,1.0,0,0
2019-05-08 02:00:00,19.59,0.0,5.8,2,0,0,2.0,0,0
2019-05-08 03:00:00,20.09,0.0,4.1,2,0,0,3.0,0,0
2019-05-08 04:00:00,20.59,0.0,2.0,2,0,0,4.0,0,0
2019-05-08 05:00:00,20.44,0.1,2.2,2,0,0,5.0,0,0
2019-05-08 06:00:00,24.63,0.1,1.5,2,0,0,6.0,0,1
2019-05-08 07:00:00,24.18,0.3,4.5,2,0,0,7.0,0,1
2019-05-08 08:00:00,30.11,0.4,6.9,2,0,0,8.0,0,1
2019-05-08 09:00:00,43.01,0.6,9.1,2,0,0,9.0,141,1
2019-05-08 10:00:00,52.93,1.2,11.6,2,0,0,10.0,254,1
2019-05-08 11:00:00,49.76,1.0,12.2,2,0,0,11.0,254,1
2019-05-08 12:00:00,52.14,1.2,13.6,2,0,0,12.0,254,1
2019-05-08 13:00:00,49.37,1.1,14.6,2,0,0,13.0,254,1
2019-05-08 14:00:00,47.89,0.9,16.5,2,0,0,14.0,141,1
2019-05-08 15:00:00,46.48,0.9,17.1,2,0,0,15.0,415,1
2019-05-08 16:00:00,45.96,0.9,16.7,2,0,0,16.0,415,1
2019-05-08 17:00:00,41.18,1.0,17.1,2,0,0,17.0,415,1
2019-05-08 18:00:00,31.42,0.6,16.4,2,0,0,18.0,46,1
2019-05-08 19:00:00,28.5,0.4,15.2,2,0,0,19.0,0,1
2019-05-08 20:00:00,25.86,0.4,14.3,2,0,0,20.0,0,1
2019-05-08 21:00:00,24.24,0.2,13.5,2,0,0,21.0,0,0
2019-05-08 22:00:00,21.92,0.1,13.0,2,0,0,22.0,0,0
2019-05-08 23:00:00,21.23,0.1,12.6,2,0,0,23.0,0,0
2019-05-09 00:00:00,20.82,0.2,11.9,3,0,0,0.0,0,0
2019-05-09 01:00:00,21.21,0.0,11.6,3,0,0,1.0,0,0
2019-05-09 02:00:00,21.17,0.0,11.1,3,0,0,2.0,0,0
2019-05-09 03:00:00,19.83,0.0,10.9,3,0,0,3.0,0,0
2019-05-09 04:00:00,20.4,0.1,9.9,3,0,0,4.0,0,0
2019-05-09 05:00:00,20.11,0.0,9.6,3,0,0,5.0,0,0
2019-05-09 06:00:00,22.99,0.2,9.3,3,0,0,6.0,0,1
2019-05-09 07:00:00,22.76,0.1,9.4,3,0,0,7.0,0,1
2019-05-09 08:00:00,28.59,0.4,9.2,3,0,0,8.0,0,1
2019-05-09 09:00:00,39.08,0.5,9.6,3,0,0,9.0,141,1
2019-05-09 10:00:00,50.0,0.8,9.8,3,0,0,10.0,0,1
2019-05-09 11:00:00,67.68,1.0,10.2,3,0,0,11.0,0,1
2019-05-09 12:00:00,62.7,1.0,11.1,3,0,0,12.0,0,1
2019-05-09 13:00:00,47.74,0.8,11.6,3,0,0,13.0,0,1
2019-05-09 14:00:00,46.69,0.8,11.4,3,0,0,14.0,141,1
2019-05-09 15:00:00,46.68,0.8,11.2,3,0,0,15.0,141,1
2019-05-09 16:00:00,43.28,0.8,11.4,3,0,0,16.0,0,1
2019-05-09 17:00:00,43.44,0.8,11.7,3,0,0,17.0,0,1
2019-05-09 18:00:00,33.54,0.7,11.7,3,0,0,18.0,69,1
2019-05-09 19:00:00,30.59,0.8,12.0,3,0,0,19.0,69,1
2019-05-09 20:00:00,24.92,0.6,10.9,3,0,0,20.0,0,1
2019-05-09 21:00:00,23.38,0.4,8.8,3,0,0,21.0,0,0
2019-05-09 22:00:00,22.26,0.4,6.7,3,0,0,22.0,0,0
2019-05-09 23:00:00,23.94,0.4,6.3,3,0,0,23.0,0,0
2019-05-10 00:00:00,20.5,0.2,6.1,4,0,0,0.0,0,0
2019-05-10 01:00:00,19.81,0.1,4.2,4,0,0,1.0,0,0
2019-05-10 02:00:00,19.82,0.0,3.8,4,0,0,2.0,0,0
2019-05-10 03:00:00,20.3,0.0,3.4,4,0,0,3.0,0,0
2019-05-10 04:00:00,20.43,0.0,2.9,4,0,0,4.0,0,0
2019-05-10 05:00:00,20.47,0.0,2.9,4,0,0,5.0,0,0
2019-05-10 06:00:00,21.53,0.2,3.1,4,0,0,6.0,0,1
2019-05-10 07:00:00,21.95,0.3,6.3,4,0,0,7.0,0,1
2019-05-10 08:00:00,30.5,0.5,7.5,4,0,0,8.0,0,1
2019-05-10 09:00:00,38.6,0.6,11.7,4,0,0,9.0,141,1
2019-05-10 10:00:00,49.76,1.1,13.8,4,0,0,10.0,159,1
2019-05-10 11:00:00,47.85,1.2,16.7,4,0,0,11.0,159,1
2019-05-10 12:00:00,43.43,0.8,18.4,4,0,0,12.0,0,1
2019-05-10 13:00:00,37.9,0.9,19.8,4,0,0,13.0,0,1
2019-05-10 14:00:00,36.38,0.8,18.1,4,0,0,14.0,0,1
2019-05-10 15:00:00,28.81,0.7,15.2,4,0,0,15.0,0,1
2019-05-10 16:00:00,23.61,0.9,15.9,4,0,0,16.0,0,1
2019-05-10 17:00:00,22.13,0.5,17.0,4,0,0,17.0,0,1
2019-05-10 18:00:00,20.57,0.3,15.9,4,0,0,18.0,0,1
2019-05-10 19:00:00,20.1,0.3,14.4,4,0,0,19.0,0,1
2019-05-10 20:00:00,18.81,0.2,13.5,4,0,0,20.0,0,1
2019-05-10 21:00:00,22.9,0.2,11.5,4,0,0,21.0,0,0
2019-05-10 22:00:00,22.97,0.2,10.4,4,0,0,22.0,0,0
2019-05-10 23:00:00,20.74,0.2,10.9,4,0,0,23.0,0,0
2019-05-11 00:00:00,20.15,0.2,9.4,5,0,0,0.0,0,0
2019-05-11 01:00:00,16.93,0.1,8.7,5,0,0,1.0,0,0
2019-05-11 02:00:00,17.14,0.1,7.5,5,0,0,2.0,0,0
2019-05-11 03:00:00,16.82,0.0,6.8,5,0,0,3.0,0,0
2019-05-11 04:00:00,17.19,0.0,6.8,5,0,0,4.0,0,0
2019-05-11 05:00:00,16.05,0.1,7.2,5,0,0,5.0,0,0
2019-05-11 06:00:00,15.87,0.0,6.0,5,0,0,6.0,0,1
2019-05-11 07:00:00,13.89,0.0,8.1,5,0,0,7.0,0,1
2019-05-11 08:00:00,14.26,0.0,9.6,5,0,0,8.0,0,1
2019-05-11 09:00:00,14.58,0.0,12.4,5,0,0,9.0,0,1
2019-05-11 10:00:00,14.68,0.1,14.3,5,0,0,10.0,0,1
2019-05-11 11:00:00,15.09,0.0,16.9,5,0,0,11.0,0,1
2019-05-11 12:00:00,14.36,0.1,17.9,5,0,0,12.0,0,1
2019-05-11 13:00:00,17.89,0.1,19.3,5,0,0,13.0,0,1
2019-05-11 14:00:00,16.79,0.1,20.5,5,0,0,14.0,0,1
2019-05-11 15:00:00,18.74,0.0,21.1,5,0,0,15.0,0,1
2019-05-11 16:00:00,18.48,0.1,21.8,5,0,0,16.0,0,1
2019-05-11 17:00:00,18.46,0.1,22.3,5,0,0,17.0,0,1
2019-05-11 18:00:00,16.88,0.1,21.1,5,0,0,18.0,0,1
2019-05-11 19:00:00,16.18,0.1,20.3,5,0,0,19.0,0,1
2019-05-11 20:00:00,15.88,0.1,19.1,5,0,0,20.0,0,1
2019-05-11 21:00:00,19.56,0.4,17.8,5,0,0,21.0,0,0
2019-05-11 22:00:00,18.1,0.2,12.2,5,0,0,22.0,0,0
2019-05-11 23:00:00,18.55,0.3,11.9,5,0,0,23.0,0,0
2019-05-12 00:00:00,18.32,0.4,12.0,6,0,0,0.0,0,0
2019-05-12 01:00:00,17.19,0.2,11.0,6,0,0,1.0,0,0
2019-05-12 02:00:00,17.07,0.2,9.8,6,0,0,2.0,0,0
2019-05-12 03:00:00,17.13,0.0,10.4,6,0,0,3.0,0,0
2019-05-12 04:00:00,16.93,0.0,10.7,6,0,0,4.0,0,0
2019-05-12 05:00:00,15.52,0.1,9.8,6,0,0,5.0,0,0
2019-05-12 06:00:00,15.87,0.0,9.7,6,0,0,6.0,0,1
2019-05-12 07:00:00,14.24,0.0,9.9,6,0,0,7.0,0,1
2019-05-12 08:00:00,13.7,0.0,10.3,6,0,0,8.0,0,1
2019-05-12 09:00:00,14.28,0.0,10.5,6,0,0,9.0,0,1
2019-05-12 10:00:00,14.64,0.1,11.4,6,0,0,10.0,0,1
2019-05-12 11:00:00,16.6,0.0,11.8,6,0,0,11.0,0,1
2019-05-12 12:00:00,15.59,0.1,11.6,6,0,0,12.0,0,1
2019-05-12 13:00:00,15.4,0.1,10.9,6,0,0,13.0,0,1
2019-05-12 14:00:00,15.62,0.0,11.3,6,0,0,14.0,0,1
2019-05-12 15:00:00,16.3,0.1,13.1,6,0,0,15.0,0,1
2019-05-12 16:00:00,15.51,0.2,13.2,6,0,0,16.0,0,1
2019-05-12 17:00:00,18.9,0.3,11.8,6,0,0,17.0,0,1
2019-05-12 18:00:00,20.16,0.1,11.3,6,0,0,18.0,0,1
2019-05-12 19:00:00,20.44,0.3,10.9,6,0,0,19.0,0,1
2019-05-12 20:00:00,20.19,0.1,10.6,6,0,0,20.0,0,1
2019-05-12 21:00:00,20.56,0.1,10.7,6,0,0,21.0,0,0
2019-05-12 22:00:00,17.21,0.1,10.4,6,0,0,22.0,0,0
2019-05-12 23:00:00,17.94,0.0,10.2,6,0,0,23.0,0,0
2019-05-13 00:00:00,17.24,0.1,9.9,0,0,0,0.0,0,0
2019-05-13 01:00:00,17.65,0.1,10.5,0,0,0,1.0,0,0
2019-05-13 02:00:00,17.14,0.0,10.1,0,0,0,2.0,0,0
2019-05-13 03:00:00,19.2,0.0,9.1,0,0,0,3.0,0,0
2019-05-13 04:00:00,18.42,0.0,8.1,0,0,0,4.0,0,0
2019-05-13 05:00:00,19.85,0.0,9.1,0,0,0,5.0,0,0
2019-05-13 06:00:00,24.37,0.1,9.5,0,0,0,6.0,0,1
2019-05-13 07:00:00,22.32,0.2,9.6,0,0,0,7.0,0,1
2019-05-13 08:00:00,29.66,0.4,9.9,0,0,0,8.0,0,1
2019-05-13 09:00:00,48.64,0.8,10.1,0,0,0,9.0,152,1
2019-05-13 10:00:00,49.37,0.7,9.9,0,0,0,10.0,152,1
2019-05-13 11:00:00,57.5,0.8,9.3,0,0,0,11.0,152,1
2019-05-13 12:00:00,48.81,1.1,9.2,0,0,0,12.0,152,1
2019-05-13 13:00:00,49.44,0.6,9.9,0,0,0,13.0,0,1
2019-05-13 14:00:00,51.9,1.3,10.8,0,0,0,14.0,141,1
2019-05-13 15:00:00,48.38,0.9,10.9,0,0,0,15.0,141,1
2019-05-13 16:00:00,42.62,0.7,10.6,0,0,0,16.0,0,1
2019-05-13 17:00:00,36.46,0.8,10.5,0,0,0,17.0,0,1
2019-05-13 18:00:00,28.75,0.4,10.6,0,0,0,18.0,0,1
2019-05-13 19:00:00,24.46,0.4,10.7,0,0,0,19.0,0,1
2019-05-13 20:00:00,20.73,0.2,10.7,0,0,0,20.0,0,1
2019-05-13 21:00:00,23.19,0.2,10.2,0,0,0,21.0,0,0
2019-05-13 22:00:00,25.4,0.2,9.9,0,0,0,22.0,0,0
2019-05-13 23:00:00,20.77,0.0,9.9,0,0,0,23.0,0,0
2019-05-14 00:00:00,20.58,0.1,10.0,1,0,0,0.0,0,0
2019-05-14 01:00:00,20.61,0.1,10.4,1,0,0,1.0,0,0
2019-05-14 02:00:00,19.72,0.0,10.4,1,0,0,2.0,0,0
2019-05-14 03:00:00,20.75,0.0,10.1,1,0,0,3.0,0,0
2019-05-14 04:00:00,20.13,0.0,9.8,1,0,0,4.0,0,0
2019-05-14 05:00:00,21.3,0.0,9.7,1,0,0,5.0,0,0
2019-05-14 06:00:00,26.17,0.2,9.0,1,0,0,6.0,0,1
2019-05-14 07:00:00,24.06,0.2,8.6,1,0,0,7.0,0,1
2019-05-14 08:00:00,31.15,0.4,8.9,1,0,0,8.0,0,1
2019-05-14 09:00:00,42.75,0.7,8.8,1,0,0,9.0,141,1
2019-05-14 10:00:00,49.33,1.0,9.2,1,0,0,10.0,0,1
2019-05-14 11:00:00,54.74,1.7,9.2,1,0,0,11.0,0,1
2019-05-14 12:00:00,54.06,0.9,9.8,1,0,0,12.0,0,1
2019-05-14 13:00:00,51.88,0.9,9.1,1,0,0,13.0,0,1
2019-05-14 14:00:00,52.76,0.9,9.4,1,0,0,14.0,141,1
2019-05-14 15:00:00,53.66,0.8,9.7,1,0,0,15.0,415,1
2019-05-14 16:00:00,50.88,1.0,9.7,1,0,0,16.0,415,1
2019-05-14 17:00:00,39.24,0.9,9.9,1,0,0,17.0,415,1
2019-05-14 18:00:00,29.83,0.5,9.1,1,0,0,18.0,141,1
2019-05-14 19:00:00,24.72,0.5,8.5,1,0,0,19.0,141,1
2019-05-14 20:00:00,21.48,0.1,8.3,1,0,0,20.0,0,1
2019-05-14 21:00:00,21.93,0.2,7.9,1,0,0,21.0,0,0
2019-05-14 22:00:00,23.01,0.2,7.7,1,0,0,22.0,0,0
2019-05-14 23:00:00,20.98,0.1,6.7,1,0,0,23.0,0,0
2019-05-15 00:00:00,21.12,0.2,6.6,2,0,0,0.0,0,0
2019-05-15 01:00:00,20.18,0.1,7.3,2,0,0,1.0,0,0
2019-05-15 02:00:00,20.38,0.0,7.8,2,0,0,2.0,0,0
2019-05-15 03:00:00,21.1,0.0,6.0,2,0,0,3.0,0,0
2019-05-15 04:00:00,22.1,0.0,6.0,2,0,0,4.0,0,0
2019-05-15 05:00:00,22.84,0.1,6.2,2,0,0,5.0,0,0
2019-05-15 06:00:00,25.08,0.1,5.8,2,0,0,6.0,0,1
2019-05-15 07:00:00,23.28,0.2,6.1,2,0,0,7.0,0,1
2019-05-15 08:00:00,34.02,0.3,6.7,2,0,0,8.0,0,1
2019-05-15 09:00:00,45.99,0.7,7.5,2,0,0,9.0,141,1
2019-05-15 10:00:00,50.74,0.9,8.8,2,0,0,10.0,254,1
2019-05-15 11:00:00,51.28,0.9,9.3,2,0,0,11.0,254,1
2019-05-15 12:00:00,55.51,1.4,11.1,2,0,0,12.0,254,1
2019-05-15 13:00:00,55.13,0.9,11.7,2,0,0,13.0,254,1
2019-05-15 14:00:00,57.68,0.9,11.6,2,0,0,14.0,141,1
2019-05-15 15:00:00,53.43,0.8,11.1,2,0,0,15.0,141,1
2019-05-15 16:00:00,46.87,0.6,10.5,2,0,0,16.0,0,1
2019-05-15 17:00:00,39.28,0.8,8.9,2,0,0,17.0,46,1
2019-05-15 18:00:00,29.33,0.7,8.5,2,0,0,18.0,46,1
2019-05-15 19:00:00,24.76,0.3,8.0,2,0,0,19.0,0,1
2019-05-15 20:00:00,21.71,0.2,7.7,2,0,0,20.0,0,1
2019-05-15 21:00:00,22.38,0.1,7.3,2,0,0,21.0,0,0
2019-05-15 22:00:00,20.04,0.2,7.2,2,0,0,22.0,0,0
2019-05-15 23:00:00,19.51,0.1,7.5,2,0,0,23.0,0,0
2019-05-16 00:00:00,18.78,0.2,7.5,3,0,0,0.0,0,0
2019-05-16 01:00:00,20.44,0.0,7.4,3,0,0,1.0,0,0
2019-05-16 02:00:00,20.44,0.0,7.4,3,0,0,2.0,0,0
2019-05-16 03:00:00,20.04,0.0,7.4,3,0,0,3.0,0,0
2019-05-16 04:00:00,20.03,0.1,7.4,3,0,0,4.0,0,0
2019-05-16 05:00:00,20.5,0.0,7.0,3,0,0,5.0,0,0
2019-05-16 06:00:00,23.72,0.1,6.9,3,0,0,6.0,0,1
2019-05-16 07:00:00,23.92,0.2,7.8,3,0,0,7.0,0,1
2019-05-16 08:00:00,29.84,0.4,8.4,3,0,0,8.0,0,1
2019-05-16 09:00:00,39.3,0.8,9.9,3,0,0,9.0,141,1
2019-05-16 10:00:00,50.64,0.6,11.0,3,0,0,10.0,0,1
2019-05-16 11:00:00,69.91,1.0,11.8,3,0,0,11.0,101,1
2019-05-16 12:00:00,46.95,0.7,12.8,3,0,0,12.0,101,1
2019-05-16 13:00:00,45.76,1.0,14.0,3,0,0,13.0,101,1
2019-05-16 14:00:00,54.96,1.0,13.5,3,0,0,14.0,141,1
2019-05-16 15:00:00,42.91,0.6,13.1,3,0,0,15.0,141,1
2019-05-16 16:00:00,39.84,0.9,13.4,3,0,0,16.0,0,1
2019-05-16 17:00:00,39.76,0.8,12.3,3,0,0,17.0,0,1
2019-05-16 18:00:00,31.9,0.5,11.4,3,0,0,18.0,69,1
2019-05-16 19:00:00,28.51,0.5,11.2,3,0,0,19.0,69,1
2019-05-16 20:00:00,22.01,0.2,11.0,3,0,0,20.0,0,1
2019-05-16 21:00:00,22.5,0.3,10.8,3,0,0,21.0,0,0
2019-05-16 22:00:00,22.42,0.2,10.6,3,0,0,22.0,0,0
2019-05-16 23:00:00,22.23,0.1,10.0,3,0,0,23.0,0,0
2019-05-17 00:00:00,21.15,0.1,9.5,4,0,0,0.0,0,0
2019-05-17 01:00:00,19.54,0.1,9.4,4,0,0,1.0,0,0
2019-05-17 02:00:00,20.09,0.0,9.0,4,0,0,2.0,0,0
2019-05-17 03:00:00,21.53,0.0,8.8,4,0,0,3.0,0,0
2019-05-17 04:00:00,21.04,0.1,8.8,4,0,0,4.0,0,0
2019-05-17 05:00:00,21.45,0.0,8.5,4,0,0,5.0,0,0
2019-05-17 06:00:00,22.43,0.2,7.8,4,0,0,6.0,0,1
2019-05-17 07:00:00,22.57,0.2,9.5,4,0,0,7.0,0,1
2019-05-17 08:00:00,30.16,0.4,10.4,4,0,0,8.0,0,1
2019-05-17 09:00:00,36.11,0.4,11.1,4,0,0,9.0,141,1
